incident_id,tcg_stolen_gun,tcg_not_stolen_gun,tcg_ratio
107038,8,0,
107068,4,0,
107076,1,0,
107088,1,0,
107093,6,0,
107110,2,0,
107120,2,0,
107133,10,0,
107155,2,0,
107164,2,0,
107186,6,0,
107194,12,0,
107196,2,0,
107233,2,0,
107278,2,0,
107280,2,0,
107282,2,0,
107298,2,0,
107299,2,0,
107332,4,0,
107334,2,0,
107376,2,0,
107386,6,0,
107397,2,0,
107401,6,0,
107476,2,0,
107480,8,0,
107497,1,0,
107499,2,0,
107507,1,0,
107517,2,0,
107519,2,0,
107530,2,0,
107564,6,0,
107576,4,0,
107598,1,0,
107600,6,0,
107618,2,0,
107635,6,0,
107704,2,0,
107722,2,0,
107742,4,0,
107744,4,0,
107770,2,0,
107820,1,0,
107821,2,0,
107835,2,0,
107836,2,0,
107843,2,0,
107853,4,0,
107855,2,0,
107858,2,0,
107862,2,0,
107881,4,0,
107883,2,0,
107901,4,0,
107921,2,0,
107931,6,0,
107936,1,0,
107939,4,0,
107968,6,0,
107981,2,0,
107993,6,0,
108003,4,0,
108011,2,0,
108016,1,0,
108027,8,0,
108033,1,0,
108047,2,0,
108050,6,0,
108058,2,0,
108079,1,0,
108085,1,0,
108090,4,0,
108110,1,0,
108111,1,0,
108115,2,0,
108120,2,0,
108128,4,0,
108135,2,0,
108138,2,0,
108151,1,0,
108173,6,0,
108189,2,0,
108200,2,0,
108201,2,0,
108202,4,0,
108203,1,0,
108226,1,0,
108227,1,0,
108234,4,0,
108257,4,0,
108275,6,0,
108276,2,0,
108281,3,0,
108286,6,0,
108291,6,0,
108296,6,0,
108297,1,0,
108323,1,0,
108341,2,0,
108351,2,0,
108367,1,0,
108375,4,0,
108384,2,0,
108387,6,0,
108413,4,0,
108416,15,0,
108421,2,0,
108437,2,0,
108444,1,0,
108467,1,0,
108478,2,0,
108483,2,0,
108500,2,0,
108504,2,0,
108507,2,0,
108531,2,0,
108535,6,0,
108543,2,0,
108547,4,0,
108552,2,0,
108553,2,0,
108555,2,0,
108580,1,0,
108591,2,0,
108597,6,0,
108599,1,0,
108643,2,0,
108645,3,0,
108646,2,0,
108647,2,0,
108685,2,0,
108734,2,0,
108754,4,0,
108768,2,0,
108793,2,0,
108796,5,0,
108800,1,0,
108806,2,0,
108817,1,0,
108820,19,0,
108822,2,0,
108826,2,0,
108837,2,0,
108847,4,0,
108862,2,0,
108870,2,0,
108875,2,0,
108878,6,0,
108888,4,0,
108890,1,0,
108897,1,0,
108912,1,0,
108918,2,0,
108926,1,0,
108956,4,0,
108959,2,0,
108964,4,0,
108980,2,0,
108981,1,0,
108994,2,0,
109015,3,0,
109036,2,0,
109053,4,0,
109056,2,0,
109059,5,0,
109060,2,0,
109089,2,0,
109121,2,0,
109122,4,0,
109127,2,0,
109145,2,0,
109153,2,0,
109156,2,0,
109170,1,0,
109174,2,0,
109178,4,0,
109185,2,0,
109186,1,0,
109187,2,0,
109189,2,0,
109190,6,0,
109194,2,0,
109217,2,0,
109227,1,0,
109243,2,0,
109250,2,0,
109251,2,0,
109281,2,0,
109284,2,0,
109311,2,0,
109314,6,0,
109323,2,0,
109330,2,0,
109360,1,0,
109385,10,0,
109402,4,0,
109403,2,0,
109422,2,0,
109448,2,0,
109451,12,0,
109464,6,0,
109465,2,0,
109471,2,0,
109474,2,0,
109520,4,0,
109529,2,0,
109539,8,0,
109553,4,0,
109560,8,0,
109585,1,0,
109593,2,0,
109605,2,0,
109628,2,0,
109641,2,0,
109649,2,0,
109677,2,0,
109722,2,0,
109728,1,0,
109732,4,0,
109740,1,0,
109745,1,0,
109780,1,0,
109788,12,0,
109792,2,0,
109793,2,0,
109809,4,0,
109810,1,0,
109827,1,0,
109828,2,0,
109840,4,0,
109881,2,0,
109888,4,0,
109905,10,0,
109906,2,0,
109922,2,0,
109974,2,0,
109975,14,0,
109983,6,0,
109986,2,0,
109998,4,0,
110008,4,0,
110043,1,0,
110056,4,0,
110060,2,0,
110066,4,0,
110068,2,0,
110100,4,0,
110121,2,0,
110123,2,0,
110124,2,0,
110134,6,0,
110141,1,0,
110148,2,0,
110155,2,0,
110156,2,0,
110194,2,0,
110196,1,0,
110200,1,0,
110242,8,0,
110243,1,0,
110244,2,0,
110279,3,0,
110290,2,0,
110294,2,0,
110301,2,0,
110309,1,0,
110326,2,0,
110343,2,0,
110352,2,0,
110355,2,0,
110392,2,0,
110411,2,0,
110415,1,0,
110417,1,0,
110418,4,0,
110420,2,0,
110430,2,0,
110450,2,0,
110454,4,0,
110458,4,0,
110471,4,0,
110475,2,0,
110480,4,0,
110508,2,0,
110512,2,0,
110568,1,0,
110585,1,0,
110618,2,0,
110625,2,0,
110657,3,0,
110714,2,0,
110718,2,0,
110738,2,0,
110742,2,0,
110750,4,0,
110751,2,0,
110769,1,0,
110812,4,0,
110813,2,0,
110816,4,0,
110821,1,0,
110838,2,0,
110844,2,0,
110848,2,0,
110849,2,0,
110857,2,0,
110859,6,0,
110862,12,0,
110874,1,0,
110876,1,0,
110877,2,0,
110901,2,0,
110922,6,0,
110956,2,0,
110961,4,0,
110972,6,0,
110996,6,0,
110998,2,0,
111009,4,0,
111030,2,0,
111033,4,0,
111044,2,0,
111051,2,0,
111059,4,0,
111066,6,0,
111068,2,0,
111111,1,0,
111118,6,0,
111137,3,0,
111146,2,0,
111155,3,0,
111162,2,0,
111170,5,0,
111177,4,0,
111188,2,0,
111196,4,0,
111199,2,0,
111213,8,0,
111218,2,0,
111233,4,0,
111241,2,0,
111256,4,0,
111258,2,0,
111259,2,0,
111282,1,0,
111289,1,0,
111295,2,0,
111310,2,0,
111318,6,0,
111322,1,0,
111331,2,0,
111357,1,0,
111358,2,0,
111361,7,0,
111384,2,0,
111387,2,0,
111396,2,0,
111401,4,0,
111420,4,0,
111443,2,0,
111459,2,0,
111468,2,0,
111486,1,0,
111495,1,0,
111518,4,0,
111524,1,0,
111533,2,0,
111544,2,0,
111553,4,0,
111555,2,0,
111556,2,0,
111561,1,0,
111562,2,0,
111567,4,0,
111572,2,0,
111582,3,0,
111592,2,0,
111603,6,0,
111604,2,0,
111631,1,0,
111645,4,0,
111667,2,0,
111673,2,0,
111675,6,0,
111681,2,0,
111689,4,0,
111690,2,0,
111694,2,0,
111717,2,0,
111726,1,0,
111734,6,0,
111740,2,0,
111744,6,0,
111749,4,0,
111757,1,0,
111769,12,0,
111789,2,0,
111793,6,0,
111797,4,0,
111811,3,0,
111816,2,0,
111817,2,0,
111824,4,0,
111843,2,0,
111865,2,0,
111875,2,0,
111894,1,0,
111900,12,0,
111932,1,0,
111935,1,0,
111969,2,0,
111973,2,0,
111974,2,0,
111983,2,0,
111984,2,0,
111988,8,0,
112012,2,0,
112025,2,0,
112031,1,0,
112057,2,0,
112062,2,0,
112075,2,0,
112076,1,0,
112091,2,0,
112099,1,0,
112105,2,0,
112122,4,0,
112123,7,0,
112125,5,0,
112133,2,0,
112136,4,0,
112161,5,0,
112177,2,0,
112181,2,0,
112191,2,0,
112196,2,0,
112198,2,0,
112239,4,0,
112241,2,0,
112262,2,0,
112274,1,0,
112287,2,0,
112313,2,0,
112331,2,0,
112353,4,0,
112378,4,0,
112387,2,0,
112390,1,0,
112408,2,0,
112414,4,0,
112433,1,0,
112448,2,0,
112465,2,0,
112491,2,0,
112502,2,0,
112506,2,0,
112525,4,0,
112526,4,0,
112543,2,0,
112545,5,0,
112548,2,0,
112574,6,0,
112583,2,0,
112625,2,0,
112660,4,0,
112676,2,0,
112692,2,0,
112693,5,0,
112694,2,0,
112702,2,0,
112707,2,0,
112715,1,0,
112716,1,0,
112737,6,0,
112754,2,0,
112769,2,0,
112771,2,0,
112775,2,0,
112778,1,0,
112783,3,0,
112787,2,0,
112793,2,0,
112795,1,0,
112824,6,0,
112829,2,0,
112838,2,0,
112853,4,0,
112867,1,0,
112872,2,0,
112882,2,0,
112884,1,0,
112889,2,0,
112896,2,0,
112897,4,0,
112903,1,0,
112908,1,0,
112917,2,0,
112919,4,0,
112933,2,0,
112934,2,0,
112937,2,0,
112948,2,0,
112951,1,0,
112952,4,0,
112968,4,0,
112970,2,0,
112975,4,0,
113005,6,0,
113017,1,0,
113040,12,0,
113046,6,0,
113062,6,0,
113064,2,0,
113066,1,0,
113095,4,0,
113105,1,0,
113122,3,0,
113125,1,0,
113127,2,0,
113137,3,0,
113149,5,0,
113159,2,0,
113176,2,0,
113177,1,0,
113185,4,0,
113209,4,0,
113228,2,0,
113277,2,0,
113278,1,0,
113299,4,0,
113301,6,0,
113303,4,0,
113309,2,0,
113321,2,0,
113353,8,0,
113354,2,0,
113402,4,0,
113404,1,0,
113416,6,0,
113418,2,0,
113424,2,0,
113431,2,0,
113477,3,0,
113482,1,0,
113501,2,0,
113538,2,0,
113543,1,0,
113544,4,0,
113547,4,0,
113583,2,0,
113591,2,0,
113596,2,0,
113597,1,0,
113601,4,0,
113602,2,0,
113625,2,0,
113627,2,0,
113630,6,0,
113637,1,0,
113652,2,0,
113656,4,0,
113667,4,0,
113669,6,0,
113671,2,0,
113683,2,0,
113686,1,0,
113687,1,0,
113696,2,0,
113710,1,0,
113774,2,0,
113778,2,0,
113793,2,0,
113797,4,0,
113810,4,0,
113815,1,0,
113825,6,0,
113839,2,0,
113866,3,0,
113875,2,0,
113894,2,0,
113935,2,0,
113942,6,0,
113948,2,0,
113963,2,0,
113974,2,0,
113978,4,0,
113981,1,0,
113987,2,0,
113993,1,0,
113994,4,0,
114011,2,0,
114013,4,0,
114017,2,0,
114023,2,0,
114037,2,0,
114042,2,0,
114043,1,0,
114052,2,0,
114057,2,0,
114084,2,0,
114096,1,0,
114115,2,0,
114124,1,0,
114126,1,0,
114138,2,0,
114146,4,0,
114174,2,0,
114179,1,0,
114190,2,0,
114199,2,0,
114228,1,0,
114243,2,0,
114244,2,0,
114247,1,0,
114255,6,0,
114265,2,0,
114268,2,0,
114286,2,0,
114288,10,0,
114292,2,0,
114299,3,0,
114305,4,0,
114333,2,0,
114355,2,0,
114356,4,0,
114358,6,0,
114359,2,0,
114361,2,0,
114389,2,0,
114391,4,0,
114392,2,0,
114400,1,0,
114405,2,0,
114411,4,0,
114438,1,0,
114439,8,0,
114463,1,0,
114480,2,0,
114491,12,0,
114510,2,0,
114517,4,0,
114518,4,0,
114529,4,0,
114624,2,0,
114643,2,0,
114652,2,0,
114672,6,0,
114682,1,0,
114691,2,0,
114714,4,0,
114715,2,0,
114732,2,0,
114738,1,0,
114782,1,0,
114797,6,0,
114822,1,0,
114840,2,0,
114848,2,0,
114872,2,0,
114886,2,0,
114921,12,0,
114922,2,0,
114926,6,0,
114938,4,0,
114952,2,0,
114956,1,0,
114961,2,0,
114963,2,0,
114976,1,0,
114989,4,0,
114993,1,0,
115015,2,0,
115028,2,0,
115041,2,0,
115066,4,0,
115102,2,0,
115122,6,0,
115139,2,0,
115145,2,0,
115162,2,0,
115187,2,0,
115214,1,0,
115225,2,0,
115233,2,0,
115243,2,0,
115275,2,0,
115278,4,0,
115299,2,0,
115311,2,0,
115314,4,0,
115366,6,0,
115367,1,0,
115371,1,0,
115391,2,0,
115400,4,0,
115401,2,0,
115411,2,0,
115488,1,0,
115507,2,0,
115515,2,0,
115563,2,0,
115581,1,0,
115584,4,0,
115591,2,0,
115613,8,0,
115624,2,0,
115638,2,0,
115642,1,0,
115661,14,0,
115663,2,0,
115681,4,0,
115733,4,0,
115749,24,0,
115756,1,0,
115763,1,0,
115768,2,0,
115788,6,0,
115796,1,0,
115824,1,0,
115855,1,0,
115860,4,0,
115867,1,0,
115892,2,0,
115901,4,0,
115909,4,0,
115960,2,0,
115976,4,0,
115977,4,0,
115979,2,0,
116009,1,0,
116010,1,0,
116045,1,0,
116052,2,0,
116088,1,0,
116089,2,0,
116102,2,0,
116104,2,0,
116123,6,0,
116125,2,0,
116154,2,0,
116174,4,0,
116196,10,0,
116200,2,0,
116211,2,0,
116220,1,0,
116252,6,0,
116271,7,0,
116274,2,0,
116289,2,0,
116303,6,0,
116305,1,0,
116306,3,0,
116336,2,0,
116345,2,0,
116362,2,0,
116363,6,0,
116366,1,0,
116370,4,0,
116423,2,0,
116434,2,0,
116464,1,0,
116474,1,0,
116502,5,0,
116515,5,0,
116520,2,0,
116528,2,0,
116565,1,0,
116572,2,0,
116577,2,0,
116579,1,0,
116588,1,0,
116629,1,0,
116673,3,0,
116686,4,0,
116702,2,0,
116738,2,0,
116739,4,0,
116741,4,0,
116749,1,0,
116769,6,0,
116791,4,0,
116800,2,0,
116838,2,0,
116846,1,0,
116869,1,0,
116882,4,0,
116884,2,0,
116892,2,0,
116907,6,0,
116926,2,0,
116936,2,0,
116943,1,0,
116968,2,0,
116991,2,0,
116992,2,0,
117007,1,0,
117033,2,0,
117034,2,0,
117035,4,0,
117048,1,0,
117059,4,0,
117065,2,0,
117066,6,0,
117068,2,0,
117070,2,0,
117072,2,0,
117096,1,0,
117111,2,0,
117114,2,0,
117116,2,0,
117117,2,0,
117128,2,0,
117136,2,0,
117147,6,0,
117148,6,0,
117154,1,0,
117161,1,0,
117165,2,0,
117177,1,0,
117185,1,0,
117187,2,0,
117196,2,0,
117198,4,0,
117208,4,0,
117214,2,0,
117215,4,0,
117216,10,0,
117230,4,0,
117234,2,0,
117239,2,0,
117251,1,0,
117252,8,0,
117286,2,0,
117287,2,0,
117300,4,0,
117307,10,0,
117309,2,0,
117327,2,0,
117337,4,0,
117359,1,0,
117361,2,0,
117366,2,0,
117368,2,0,
117379,3,0,
117408,2,0,
117423,1,0,
117440,2,0,
117457,2,0,
117462,2,0,
117465,7,0,
117468,2,0,
117473,2,0,
117499,1,0,
117506,2,0,
117546,4,0,
117548,2,0,
117549,4,0,
117550,1,0,
117551,2,0,
117563,2,0,
117574,1,0,
117579,4,0,
117588,2,0,
117593,3,0,
117598,2,0,
117599,2,0,
117624,2,0,
117642,2,0,
117678,4,0,
117683,2,0,
117701,2,0,
117705,2,0,
117736,2,0,
117738,2,0,
117742,2,0,
117760,6,0,
117770,2,0,
117776,4,0,
117789,2,0,
117817,4,0,
117818,2,0,
117831,2,0,
117844,2,0,
117846,1,0,
117847,2,0,
117852,2,0,
117855,1,0,
117862,2,0,
117894,16,0,
117927,2,0,
117934,4,0,
117998,2,0,
118043,2,0,
118076,4,0,
118081,1,0,
118092,2,0,
118093,4,0,
118097,2,0,
118098,4,0,
118101,2,0,
118106,2,0,
118113,4,0,
118150,4,0,
118159,2,0,
118168,2,0,
118169,2,0,
118201,8,0,
118212,2,0,
118225,2,0,
118229,2,0,
118235,2,0,
118247,2,0,
118279,1,0,
118281,2,0,
118287,2,0,
118303,4,0,
118309,2,0,
118315,1,0,
118334,6,0,
118365,1,0,
118368,1,0,
118386,2,0,
118403,2,0,
118407,2,0,
118423,6,0,
118438,4,0,
118449,2,0,
118476,12,0,
118477,2,0,
118513,2,0,
118530,1,0,
118538,2,0,
118553,2,0,
118554,1,0,
118574,6,0,
118575,2,0,
118581,1,0,
118597,4,0,
118613,2,0,
118634,2,0,
118640,1,0,
118662,2,0,
118679,2,0,
118690,2,0,
118691,4,0,
118702,6,0,
118739,2,0,
118750,2,0,
118758,1,0,
118769,4,0,
118788,2,0,
118804,1,0,
118826,2,0,
118834,4,0,
118839,2,0,
118842,2,0,
118864,1,0,
118891,4,0,
118892,2,0,
118915,2,0,
118932,4,0,
118934,6,0,
118938,2,0,
118944,2,0,
118957,6,0,
118992,2,0,
119007,2,0,
119016,2,0,
119052,1,0,
119058,4,0,
119093,4,0,
119101,4,0,
119102,4,0,
119114,2,0,
119128,2,0,
119142,2,0,
119155,2,0,
119157,2,0,
119170,1,0,
119175,2,0,
119183,4,0,
119185,6,0,
119189,1,0,
119208,1,0,
119220,2,0,
119230,2,0,
119242,1,0,
119244,2,0,
119257,1,0,
119263,4,0,
119271,4,0,
119282,1,0,
119286,2,0,
119315,2,0,
119318,2,0,
119319,2,0,
119340,4,0,
119346,2,0,
119349,2,0,
119350,4,0,
119353,2,0,
119374,2,0,
119376,2,0,
119377,2,0,
119378,8,0,
119396,2,0,
119408,8,0,
119429,8,0,
119432,4,0,
119441,2,0,
119448,4,0,
119461,4,0,
119473,2,0,
119481,2,0,
119490,2,0,
119496,2,0,
119513,2,0,
119549,2,0,
119553,6,0,
119559,2,0,
119562,2,0,
119564,2,0,
119568,4,0,
119570,2,0,
119573,1,0,
119582,1,0,
119626,2,0,
119629,1,0,
119631,18,0,
119642,2,0,
119644,2,0,
119653,2,0,
119659,12,0,
119665,1,0,
119667,2,0,
119670,2,0,
119678,4,0,
119750,6,0,
119751,2,0,
119756,1,0,
119758,2,0,
119778,8,0,
119815,2,0,
119821,2,0,
119840,2,0,
119842,2,0,
119844,1,0,
119845,2,0,
119851,2,0,
119853,1,0,
119856,4,0,
119861,6,0,
119862,4,0,
119876,8,0,
119885,2,0,
119889,4,0,
119892,1,0,
119906,2,0,
119956,2,0,
119957,2,0,
119991,1,0,
119996,1,0,
119998,1,0,
120034,2,0,
120038,2,0,
120057,1,0,
120065,6,0,
120076,2,0,
120087,4,0,
120145,1,0,
120163,2,0,
120165,2,0,
120191,2,0,
120208,1,0,
120215,4,0,
120219,2,0,
120220,2,0,
120227,2,0,
120243,2,0,
120245,4,0,
120278,2,0,
120319,2,0,
120347,2,0,
120351,2,0,
120361,2,0,
120367,2,0,
120382,2,0,
120394,2,0,
120399,2,0,
120402,2,0,
120404,1,0,
120414,4,0,
120429,1,0,
120436,2,0,
120455,2,0,
120456,2,0,
120483,2,0,
120486,2,0,
120503,2,0,
120529,2,0,
120530,2,0,
120531,2,0,
120534,2,0,
120537,4,0,
120541,4,0,
120566,2,0,
120569,2,0,
120576,2,0,
120599,2,0,
120609,2,0,
120670,2,0,
120674,1,0,
120677,3,0,
120701,4,0,
120726,1,0,
120733,2,0,
120738,2,0,
120755,1,0,
120762,2,0,
120765,2,0,
120766,2,0,
120768,1,0,
120769,2,0,
120805,2,0,
120810,1,0,
120814,2,0,
120831,2,0,
120837,1,0,
120847,4,0,
120849,1,0,
120853,2,0,
120864,6,0,
120879,2,0,
120892,1,0,
120904,1,0,
120942,1,0,
120943,1,0,
120966,2,0,
120985,2,0,
120990,2,0,
121004,2,0,
121007,4,0,
121014,2,0,
121022,2,0,
121039,2,0,
121040,2,0,
121051,2,0,
121055,10,0,
121060,6,0,
121062,2,0,
121065,2,0,
121085,1,0,
121092,1,0,
121130,1,0,
121158,2,0,
121165,2,0,
121171,2,0,
121179,1,0,
121224,1,0,
121236,6,0,
121242,2,0,
121254,2,0,
121264,2,0,
121266,2,0,
121280,1,0,
121285,2,0,
121293,2,0,
121300,1,0,
121303,4,0,
121313,2,0,
121319,1,0,
121325,2,0,
121332,2,0,
121337,10,0,
121349,2,0,
121357,1,0,
121361,1,0,
121368,4,0,
121370,2,0,
121374,2,0,
121381,3,0,
121393,4,0,
121403,2,0,
121405,2,0,
121415,2,0,
121418,2,0,
121419,2,0,
121436,2,0,
121455,1,0,
121458,2,0,
121460,1,0,
121474,1,0,
121521,4,0,
121526,2,0,
121543,2,0,
121544,2,0,
121546,2,0,
121552,2,0,
121559,2,0,
121577,2,0,
121578,2,0,
121606,2,0,
121608,2,0,
121612,2,0,
121613,2,0,
121614,1,0,
121627,4,0,
121643,2,0,
121653,2,0,
121655,2,0,
121671,10,0,
121679,2,0,
121736,2,0,
121741,2,0,
121742,4,0,
121754,4,0,
121766,2,0,
121782,2,0,
121829,4,0,
121836,2,0,
121838,2,0,
121842,1,0,
121873,1,0,
121876,2,0,
121907,4,0,
121947,1,0,
121953,2,0,
121956,2,0,
121982,1,0,
121984,4,0,
121985,2,0,
122001,1,0,
122046,2,0,
122053,5,0,
122057,2,0,
122066,2,0,
122069,2,0,
122071,4,0,
122097,2,0,
122115,2,0,
122136,2,0,
122161,2,0,
122166,2,0,
122180,6,0,
122203,4,0,
122235,2,0,
122241,2,0,
122244,1,0,
122256,2,0,
122292,2,0,
122302,3,0,
122324,2,0,
122370,2,0,
122374,2,0,
122417,2,0,
122425,4,0,
122436,5,0,
122450,2,0,
122452,2,0,
122466,4,0,
122467,2,0,
122473,2,0,
122475,6,0,
122479,1,0,
122511,2,0,
122526,2,0,
122550,4,0,
122556,2,0,
122557,1,0,
122562,2,0,
122567,2,0,
122582,4,0,
122601,1,0,
122611,2,0,
122616,2,0,
122622,1,0,
122631,6,0,
122640,2,0,
122656,1,0,
122674,2,0,
122676,2,0,
122680,2,0,
122683,2,0,
122692,6,0,
122698,4,0,
122702,4,0,
122708,1,0,
122717,2,0,
122737,2,0,
122739,3,0,
122753,2,0,
122765,2,0,
122773,2,0,
122816,2,0,
122829,1,0,
122841,1,0,
122855,2,0,
122861,2,0,
122863,4,0,
122867,6,0,
122873,2,0,
122877,2,0,
122903,2,0,
122910,4,0,
122927,1,0,
122947,1,0,
122982,2,0,
123029,4,0,
123035,6,0,
123036,6,0,
123055,2,0,
123079,2,0,
123095,2,0,
123110,4,0,
123122,6,0,
123125,1,0,
123131,2,0,
123135,4,0,
123139,2,0,
123151,2,0,
123155,4,0,
123160,2,0,
123161,2,0,
123179,2,0,
123183,2,0,
123206,4,0,
123207,2,0,
123227,1,0,
123234,1,0,
123237,4,0,
123255,2,0,
123256,2,0,
123257,4,0,
123258,1,0,
123259,6,0,
123260,4,0,
123261,6,0,
123262,2,0,
123267,2,0,
123268,2,0,
123280,2,0,
123287,2,0,
123301,1,0,
123304,2,0,
123373,4,0,
123382,2,0,
123387,2,0,
123418,2,0,
123435,1,0,
123436,4,0,
123457,2,0,
123464,1,0,
123484,2,0,
123488,4,0,
123508,2,0,
123543,2,0,
123573,1,0,
123578,2,0,
123585,2,0,
123610,4,0,
123628,4,0,
123634,1,0,
123638,6,0,
123655,4,0,
123661,4,0,
123675,6,0,
123683,4,0,
123710,2,0,
123711,3,0,
123720,8,0,
123729,2,0,
123744,4,0,
123763,2,0,
123772,4,0,
123796,1,0,
123811,2,0,
123823,2,0,
123826,2,0,
123833,1,0,
123864,4,0,
123868,4,0,
123871,1,0,
123872,2,0,
123890,1,0,
123897,1,0,
123898,2,0,
123922,2,0,
123930,2,0,
123936,2,0,
123967,2,0,
123994,2,0,
124008,4,0,
124011,2,0,
124021,2,0,
124056,2,0,
124076,1,0,
124081,2,0,
124092,2,0,
124126,2,0,
124129,2,0,
124132,2,0,
124151,4,0,
124154,1,0,
124181,1,0,
124185,2,0,
124191,2,0,
124195,2,0,
124198,4,0,
124203,1,0,
124209,8,0,
124229,2,0,
124248,1,0,
124270,2,0,
124274,2,0,
124308,2,0,
124309,2,0,
124321,1,0,
124345,2,0,
124368,2,0,
124407,3,0,
124420,2,0,
124423,4,0,
124430,2,0,
124436,2,0,
124449,14,0,
124462,2,0,
124468,6,0,
124476,1,0,
124481,12,0,
124484,4,0,
124495,4,0,
124514,2,0,
124521,2,0,
124531,1,0,
124537,2,0,
124544,2,0,
124549,2,0,
124551,6,0,
124553,2,0,
124570,2,0,
124585,2,0,
124586,1,0,
124593,2,0,
124616,2,0,
124655,1,0,
124658,2,0,
124660,1,0,
124671,2,0,
124682,2,0,
124697,2,0,
124701,4,0,
124711,2,0,
124712,2,0,
124745,2,0,
124747,2,0,
124748,4,0,
124757,1,0,
124774,2,0,
124792,1,0,
124794,2,0,
124804,2,0,
124811,1,0,
124820,4,0,
124822,1,0,
124873,6,0,
124876,2,0,
124886,3,0,
124907,4,0,
124919,2,0,
124945,1,0,
124946,2,0,
124954,2,0,
124959,2,0,
124982,2,0,
124992,2,0,
124994,2,0,
125003,2,0,
125008,1,0,
125014,2,0,
125021,2,0,
125023,1,0,
125035,6,0,
125038,2,0,
125049,1,0,
125060,1,0,
125069,2,0,
125070,4,0,
125074,2,0,
125079,1,0,
125086,2,0,
125087,8,0,
125092,2,0,
125096,2,0,
125099,4,0,
125111,1,0,
125115,2,0,
125117,2,0,
125124,2,0,
125128,5,0,
125136,1,0,
125141,1,0,
125143,2,0,
125185,2,0,
125236,1,0,
125239,6,0,
125256,2,0,
125269,4,0,
125274,4,0,
125278,2,0,
125286,6,0,
125298,1,0,
125301,1,0,
125311,2,0,
125314,6,0,
125320,3,0,
125327,2,0,
125356,2,0,
125363,2,0,
125364,6,0,
125390,4,0,
125419,2,0,
125421,6,0,
125424,4,0,
125437,2,0,
125442,2,0,
125447,2,0,
125466,4,0,
125482,1,0,
125513,2,0,
125538,1,0,
125543,2,0,
125544,3,0,
125551,1,0,
125566,2,0,
125581,1,0,
125602,2,0,
125606,2,0,
125625,2,0,
125627,2,0,
125641,2,0,
125661,4,0,
125717,3,0,
125753,2,0,
125764,2,0,
125769,2,0,
125773,4,0,
125789,2,0,
125827,2,0,
125828,4,0,
125835,6,0,
125899,4,0,
125915,4,0,
125928,2,0,
125937,6,0,
125943,2,0,
125961,2,0,
126017,2,0,
126031,2,0,
126076,1,0,
126083,6,0,
126098,2,0,
126100,2,0,
126102,2,0,
126115,4,0,
126120,1,0,
126121,4,0,
126123,4,0,
126128,3,0,
126133,1,0,
126146,2,0,
126150,2,0,
126157,2,0,
126158,2,0,
126160,6,0,
126164,2,0,
126172,1,0,
126176,2,0,
126178,2,0,
126195,2,0,
126210,2,0,
126217,1,0,
126234,1,0,
126259,4,0,
126260,1,0,
126270,2,0,
126292,4,0,
126313,2,0,
126322,2,0,
126325,2,0,
126330,6,0,
126336,2,0,
126346,2,0,
126347,2,0,
126362,2,0,
126372,1,0,
126405,2,0,
126412,6,0,
126415,2,0,
126417,2,0,
126424,4,0,
126435,4,0,
126449,2,0,
126451,1,0,
126461,3,0,
126463,4,0,
126475,1,0,
126504,2,0,
126515,2,0,
126543,1,0,
126545,2,0,
126556,2,0,
126581,2,0,
126582,2,0,
126592,4,0,
126608,4,0,
126617,2,0,
126618,1,0,
126639,2,0,
126648,4,0,
126660,4,0,
126667,2,0,
126673,2,0,
126736,2,0,
126737,4,0,
126757,2,0,
126769,8,0,
126773,2,0,
126777,2,0,
126784,2,0,
126795,2,0,
126799,2,0,
126805,2,0,
126821,2,0,
126831,2,0,
126849,2,0,
126850,1,0,
126867,4,0,
126874,4,0,
126882,6,0,
126909,1,0,
126914,2,0,
126915,2,0,
126921,1,0,
126926,3,0,
126927,2,0,
126933,1,0,
126934,1,0,
126936,2,0,
126941,4,0,
126947,2,0,
126954,2,0,
126968,8,0,
126988,2,0,
127000,2,0,
127004,2,0,
127036,1,0,
127061,1,0,
127064,1,0,
127077,1,0,
127110,1,0,
127119,2,0,
127144,4,0,
127145,1,0,
127173,2,0,
127179,2,0,
127219,2,0,
127246,3,0,
127258,2,0,
127263,1,0,
127274,2,0,
127340,1,0,
127344,1,0,
127347,4,0,
127349,3,0,
127353,2,0,
127369,2,0,
127385,6,0,
127449,1,0,
127481,1,0,
127488,1,0,
127490,2,0,
127495,2,0,
127498,2,0,
127543,2,0,
127598,1,0,
127604,1,0,
127605,2,0,
127615,2,0,
127630,1,0,
127635,2,0,
127637,1,0,
127660,1,0,
127685,1,0,
127740,7,0,
127810,4,0,
127820,6,0,
127848,4,0,
127873,12,0,
127886,2,0,
127890,2,0,
127891,4,0,
127915,4,0,
127918,4,0,
127928,2,0,
127959,2,0,
127982,1,0,
127992,4,0,
127996,2,0,
128000,2,0,
128027,6,0,
128033,2,0,
128038,2,0,
128041,4,0,
128066,2,0,
128090,2,0,
128092,4,0,
128095,1,0,
128113,2,0,
128123,2,0,
128129,6,0,
128131,7,0,
128135,2,0,
128139,6,0,
128145,4,0,
128156,1,0,
128167,4,0,
128193,2,0,
128202,1,0,
128212,2,0,
128220,3,0,
128229,2,0,
128231,6,0,
128242,6,0,
128263,2,0,
128277,2,0,
128286,2,0,
128290,1,0,
128293,2,0,
128296,4,0,
128298,4,0,
128303,2,0,
128307,2,0,
128309,1,0,
