incident_id,tcg_stolen_gun,tcg_not_stolen_gun,tcg_ratio,IsRatioCalculated
75569,18,0,,0
75573,10,4,2.5,1
75578,6,0,,0
75588,2,0,,0
75592,2,0,,0
75607,1,1,1,1
75613,12,2,6,1
75621,3,0,,0
75640,2,4,0.5,1
75645,1,1,1,1
75658,10,6,1.7,1
75675,2,0,,0
75678,1,0,,0
75680,1,0,,0
75695,2,0,,0
75697,2,0,,0
75700,8,2,4,1
75701,4,0,,0
75702,2,2,1,1
75732,2,0,,0
75735,2,0,,0
75750,2,0,,0
75757,2,0,,0
75771,2,1,2,1
75774,2,0,,0
75776,4,0,,0
75786,1,0,,0
75793,4,0,,0
75798,2,0,,0
75799,2,0,,0
75816,4,0,,0
75817,4,0,,0
75846,2,0,,0
75851,6,0,,0
75856,2,0,,0
75857,6,0,,0
75860,2,0,,0
75865,2,0,,0
75879,2,0,,0
75880,4,0,,0
75899,1,0,,0
75908,6,0,,0
75912,2,0,,0
75922,2,0,,0
75927,6,9,0.69999999999999996,1
75928,2,0,,0
75933,2,0,,0
75937,2,0,,0
75958,1,0,,0
75959,2,0,,0
75960,1,0,,0
75965,1,0,,0
75966,1,0,,0
75975,4,0,,0
75984,1,0,,0
75994,2,0,,0
76021,2,2,1,1
76025,4,0,,0
76026,1,0,,0
76028,2,2,1,1
76033,2,0,,0
76034,2,0,,0
76035,2,0,,0
76041,4,2,2,1
76046,4,0,,0
76068,6,0,,0
76069,2,0,,0
76080,2,0,,0
76083,1,0,,0
76095,4,0,,0
76145,2,0,,0
76167,1,0,,0
76168,2,0,,0
76180,1,0,,0
76183,2,0,,0
76185,1,0,,0
76188,1,0,,0
76189,2,0,,0
76190,6,0,,0
76194,6,6,1,1
76195,2,0,,0
76211,1,0,,0
76223,1,0,,0
76228,2,2,1,1
76230,2,0,,0
76238,2,0,,0
76244,2,0,,0
76252,1,0,,0
76266,2,0,,0
76286,2,0,,0
76293,4,2,2,1
76304,18,0,,0
76310,2,0,,0
76320,4,0,,0
76330,1,0,,0
76386,1,0,,0
76393,2,0,,0
76397,4,0,,0
76398,1,0,,0
76404,6,0,,0
76407,6,0,,0
76415,4,0,,0
76416,1,0,,0
76420,6,2,3,1
76427,2,0,,0
76430,2,0,,0
76432,1,0,,0
76462,4,2,2,1
76475,1,0,,0
76485,4,0,,0
76492,6,0,,0
76497,1,0,,0
76511,1,0,,0
76537,6,0,,0
76538,1,0,,0
76539,2,0,,0
76544,2,0,,0
76545,2,0,,0
76550,2,0,,0
76553,1,0,,0
76569,2,2,1,1
76578,2,0,,0
76586,24,6,4,1
76599,4,0,,0
76603,1,1,1,1
76625,3,0,,0
76633,2,0,,0
76640,1,1,1,1
76653,2,0,,0
76674,2,0,,0
76678,2,0,,0
76679,2,0,,0
76681,2,0,,0
76684,2,0,,0
76704,2,0,,0
76717,4,0,,0
76761,2,2,1,1
76762,4,2,2,1
76774,4,2,2,1
76787,8,10,0.80000000000000004,1
76789,2,0,,0
76791,2,1,2,1
76804,1,0,,0
76834,6,0,,0
76855,2,0,,0
76871,2,0,,0
76894,2,2,1,1
76898,4,0,,0
76899,12,2,6,1
76927,2,0,,0
76930,1,0,,0
76951,2,2,1,1
76954,2,0,,0
76985,1,0,,0
77013,2,0,,0
77031,2,2,1,1
77059,2,0,,0
77085,4,0,,0
77100,2,0,,0
77144,6,2,3,1
77152,4,2,2,1
77155,2,0,,0
77159,2,0,,0
77169,2,0,,0
77174,2,0,,0
77181,2,2,1,1
77185,2,0,,0
77200,6,0,,0
77205,2,2,1,1
77207,12,0,,0
77208,2,2,1,1
77231,2,0,,0
77248,4,0,,0
77258,6,0,,0
77262,1,0,,0
77286,3,0,,0
77292,1,0,,0
77296,6,2,3,1
77308,10,0,,0
77312,4,0,,0
77334,2,0,,0
77337,2,0,,0
77355,3,0,,0
77357,2,0,,0
77362,1,2,0.5,1
77370,2,2,1,1
77379,4,0,,0
77382,2,2,1,1
77399,2,0,,0
77419,4,0,,0
77431,1,0,,0
77435,6,0,,0
77463,4,0,,0
77467,4,0,,0
77482,2,0,,0
77489,6,6,1,1
77492,2,4,0.5,1
77493,10,2,5,1
77508,4,0,,0
77532,6,2,3,1
77536,2,0,,0
77538,2,0,,0
77559,2,0,,0
77571,4,4,1,1
77576,1,0,,0
77586,2,0,,0
77587,2,0,,0
77595,2,0,,0
77598,2,1,2,1
77600,2,0,,0
77613,4,0,,0
77617,1,0,,0
77636,6,0,,0
77640,4,0,,0
77648,2,0,,0
77653,1,0,,0
77655,2,2,1,1
77669,2,0,,0
77688,2,2,1,1
77708,1,0,,0
77716,2,0,,0
77721,2,0,,0
77723,1,0,,0
77742,4,0,,0
77750,1,0,,0
77796,1,0,,0
77802,2,0,,0
77822,2,0,,0
77826,2,0,,0
77833,4,0,,0
77853,4,0,,0
77873,2,0,,0
77880,2,0,,0
77882,3,0,,0
77908,1,0,,0
77917,1,0,,0
77955,1,0,,0
77972,4,0,,0
77975,2,0,,0
77986,1,0,,0
77989,2,0,,0
78014,2,0,,0
78023,2,0,,0
78025,2,0,,0
78026,2,0,,0
78030,1,0,,0
78033,2,2,1,1
78060,4,0,,0
78064,2,0,,0
78069,1,0,,0
78086,6,0,,0
78087,2,2,1,1
78088,2,0,,0
78095,6,0,,0
78099,2,0,,0
78102,4,2,2,1
78141,4,0,,0
78160,2,2,1,1
78170,2,0,,0
78176,2,4,0.5,1
78191,1,0,,0
78200,1,0,,0
78205,2,0,,0
78213,2,0,,0
78229,2,4,0.5,1
78257,16,0,,0
78279,1,0,,0
78306,2,4,0.5,1
78307,4,0,,0
78309,2,0,,0
78311,2,0,,0
78325,1,0,,0
78327,2,0,,0
78329,6,12,0.5,1
78358,1,0,,0
78362,4,0,,0
78397,2,0,,0
78427,2,0,,0
78437,2,2,1,1
78440,1,0,,0
78442,4,0,,0
78451,2,6,0.29999999999999999,1
78453,1,0,,0
78458,2,0,,0
78463,2,0,,0
78477,2,0,,0
78482,2,0,,0
78492,1,0,,0
78501,2,0,,0
78512,2,2,1,1
78520,4,4,1,1
78523,2,0,,0
78525,2,0,,0
78528,2,0,,0
78552,2,0,,0
78566,1,0,,0
78569,2,0,,0
78576,2,2,1,1
78595,1,1,1,1
78599,6,0,,0
78604,2,0,,0
78611,3,0,,0
78628,8,2,4,1
78647,2,0,,0
78654,2,0,,0
78658,2,0,,0
78669,1,1,1,1
78673,4,0,,0
78686,3,0,,0
78692,1,0,,0
78698,6,0,,0
78699,2,0,,0
78702,4,0,,0
78731,4,2,2,1
78788,4,0,,0
78805,1,0,,0
78806,4,0,,0
78812,2,0,,0
78816,1,0,,0
78817,2,0,,0
78854,1,0,,0
78864,4,0,,0
78876,2,2,1,1
78899,2,0,,0
78901,2,0,,0
78911,2,0,,0
78927,12,0,,0
78935,2,0,,0
78938,2,0,,0
78947,2,0,,0
78948,4,0,,0
78952,3,0,,0
78956,2,0,,0
78957,6,0,,0
78958,2,0,,0
78969,2,0,,0
78984,2,0,,0
78987,2,0,,0
78992,2,0,,0
78994,6,0,,0
79027,4,6,0.69999999999999996,1
79028,2,0,,0
79037,2,0,,0
79038,2,0,,0
79040,3,0,,0
79058,4,0,,0
79069,4,0,,0
79093,2,0,,0
79117,2,0,,0
79118,2,0,,0
79121,1,0,,0
79172,2,0,,0
79191,4,4,1,1
79202,1,1,1,1
79212,2,0,,0
79218,1,0,,0
79228,4,0,,0
79231,4,0,,0
79235,1,0,,0
79238,2,0,,0
79245,1,0,,0
79261,4,4,1,1
79271,12,6,2,1
79322,4,0,,0
79345,1,0,,0
79395,1,0,,0
79398,2,0,,0
79409,2,0,,0
79412,6,0,,0
79461,2,0,,0
79467,4,0,,0
79474,2,0,,0
79478,2,0,,0
79481,2,4,0.5,1
79482,1,0,,0
79483,1,0,,0
79488,2,0,,0
79498,4,0,,0
79512,2,0,,0
79514,6,0,,0
79537,6,4,1.5,1
79549,2,0,,0
79556,2,0,,0
79569,2,0,,0
79590,4,0,,0
79603,2,2,1,1
79608,1,0,,0
79612,2,2,1,1
79614,2,0,,0
79620,2,0,,0
79632,2,0,,0
79638,2,0,,0
79648,1,0,,0
79649,2,0,,0
79650,4,0,,0
79655,1,0,,0
79656,4,2,2,1
79658,2,0,,0
79660,10,6,1.7,1
79664,6,0,,0
79685,7,0,,0
79686,8,6,1.3,1
79693,1,0,,0
79695,2,0,,0
79709,1,0,,0
79715,2,0,,0
79724,6,0,,0
79725,1,0,,0
79740,1,0,,0
79744,3,2,1.5,1
79767,2,0,,0
79779,2,2,1,1
79790,3,0,,0
79792,12,0,,0
79797,1,0,,0
79807,1,0,,0
79811,8,0,,0
79821,1,0,,0
79822,4,0,,0
79826,2,0,,0
79829,2,2,1,1
79832,2,0,,0
79846,2,0,,0
79847,2,0,,0
79870,2,0,,0
79881,2,0,,0
79916,2,2,1,1
79917,8,0,,0
79937,6,0,,0
79938,1,0,,0
79947,2,0,,0
79971,2,2,1,1
79976,2,0,,0
79977,2,0,,0
79981,2,0,,0
79989,2,0,,0
79990,2,0,,0
79992,4,0,,0
79996,2,0,,0
80000,1,0,,0
80002,2,0,,0
80013,2,0,,0
80016,2,2,1,1
80030,3,1,3,1
80038,2,0,,0
80052,6,2,3,1
80065,2,0,,0
80086,2,1,2,1
80098,2,0,,0
80099,6,0,,0
80100,2,0,,0
80101,2,0,,0
80114,1,0,,0
80116,2,0,,0
80122,1,0,,0
80148,1,0,,0
80152,2,0,,0
80198,1,0,,0
80208,1,0,,0
80225,2,0,,0
80228,5,0,,0
80235,2,2,1,1
80238,12,0,,0
80279,2,6,0.29999999999999999,1
80292,2,6,0.29999999999999999,1
80293,4,0,,0
80299,2,0,,0
80304,14,0,,0
80306,4,0,,0
80311,1,0,,0
80328,3,1,3,1
80344,1,0,,0
80356,1,0,,0
80358,4,0,,0
80374,4,0,,0
80384,4,0,,0
80389,2,0,,0
80399,4,0,,0
80402,1,0,,0
80419,3,0,,0
80420,2,2,1,1
80431,4,0,,0
80439,2,0,,0
80447,2,0,,0
80461,2,0,,0
80469,2,0,,0
80483,2,0,,0
80491,2,2,1,1
80494,1,6,0.20000000000000001,1
80506,2,0,,0
80522,2,0,,0
80533,2,0,,0
80536,2,0,,0
80545,2,0,,0
80551,1,0,,0
80572,2,0,,0
80599,1,0,,0
80610,2,0,,0
80613,4,0,,0
80626,2,0,,0
80631,2,0,,0
80632,2,6,0.29999999999999999,1
80634,1,0,,0
80644,2,0,,0
80674,18,0,,0
80712,2,0,,0
80713,4,0,,0
80745,2,0,,0
80757,2,0,,0
80759,1,0,,0
80761,1,2,0.5,1
80762,2,0,,0
80763,2,0,,0
80771,4,4,1,1
80777,2,0,,0
80779,4,1,4,1
80800,2,0,,0
80808,2,0,,0
80809,2,0,,0
80813,2,0,,0
80818,2,0,,0
80843,2,0,,0
80845,1,0,,0
80854,1,0,,0
80874,1,0,,0
80889,1,0,,0
80904,1,0,,0
80922,1,0,,0
80929,2,0,,0
80933,18,2,9,1
80935,2,0,,0
80944,2,0,,0
80954,2,0,,0
80960,6,0,,0
80968,2,0,,0
80972,4,0,,0
80975,6,0,,0
80986,1,0,,0
80989,1,0,,0
80993,1,0,,0
81010,2,0,,0
81012,3,2,1.5,1
81017,1,0,,0
81028,2,2,1,1
81029,1,0,,0
81033,4,0,,0
81034,20,4,5,1
81041,2,0,,0
81043,2,4,0.5,1
81054,1,1,1,1
81065,9,0,,0
81096,4,0,,0
81098,4,0,,0
81099,4,0,,0
81100,2,0,,0
81101,6,2,3,1
81111,2,0,,0
81118,4,0,,0
81119,4,0,,0
81120,2,0,,0
81128,2,0,,0
81132,4,0,,0
81143,2,0,,0
81147,4,2,2,1
81152,6,6,1,1
81158,12,0,,0
81167,1,0,,0
81173,2,0,,0
81192,2,0,,0
81204,2,0,,0
81229,4,0,,0
81237,2,6,0.29999999999999999,1
81248,3,0,,0
81282,2,0,,0
81286,10,0,,0
81293,2,2,1,1
81294,2,0,,0
81295,1,0,,0
81298,1,1,1,1
81302,2,0,,0
81310,2,0,,0
81314,4,0,,0
81330,2,0,,0
81339,2,0,,0
81352,2,0,,0
81357,1,0,,0
81381,2,0,,0
81382,2,0,,0
81388,4,0,,0
81394,6,0,,0
81409,2,2,1,1
81424,8,0,,0
81452,2,0,,0
81463,4,2,2,1
81470,2,0,,0
81509,4,0,,0
81510,2,0,,0
81515,2,0,,0
81533,2,0,,0
81541,3,0,,0
81548,2,0,,0
81551,3,1,3,1
81567,7,0,,0
81573,4,2,2,1
81575,2,0,,0
81604,2,0,,0
81636,4,0,,0
81638,2,0,,0
81652,6,0,,0
81658,2,0,,0
81675,4,0,,0
81687,6,6,1,1
81705,2,2,1,1
81725,2,0,,0
81733,2,0,,0
81743,4,2,2,1
81757,2,0,,0
81781,2,0,,0
81785,2,0,,0
81804,6,2,3,1
81809,2,0,,0
81818,2,0,,0
81822,2,0,,0
81836,8,0,,0
81840,1,0,,0
81852,1,0,,0
81855,2,0,,0
81856,1,0,,0
81861,2,0,,0
81868,6,2,3,1
81869,2,0,,0
81887,3,0,,0
81909,4,0,,0
81920,3,1,3,1
81946,3,0,,0
81948,2,0,,0
81951,2,0,,0
81971,2,0,,0
81981,4,0,,0
81999,1,0,,0
82000,8,2,4,1
82015,2,0,,0
82041,4,0,,0
82045,2,0,,0
82056,4,2,2,1
82057,4,0,,0
82072,2,0,,0
82073,2,2,1,1
82079,2,0,,0
82082,2,6,0.29999999999999999,1
82087,2,2,1,1
82089,2,2,1,1
82109,2,0,,0
82130,4,0,,0
82133,6,0,,0
82145,2,0,,0
82149,1,0,,0
82168,2,0,,0
82169,2,0,,0
82172,2,0,,0
82173,4,0,,0
82185,1,0,,0
82206,2,0,,0
82207,2,0,,0
82232,8,0,,0
82242,6,0,,0
82252,4,0,,0
82281,2,0,,0
82282,1,0,,0
82294,4,0,,0
82297,2,0,,0
82302,6,0,,0
82304,1,0,,0
82319,2,0,,0
82346,16,2,8,1
82347,6,4,1.5,1
82348,4,0,,0
82351,2,0,,0
82359,6,0,,0
82366,2,0,,0
82373,2,0,,0
82374,2,0,,0
82380,2,0,,0
82383,4,0,,0
82400,2,2,1,1
82401,1,0,,0
82417,6,0,,0
82423,6,0,,0
82424,2,0,,0
82432,2,4,0.5,1
82443,10,2,5,1
82511,2,2,1,1
82521,2,0,,0
82522,2,0,,0
82536,1,0,,0
82539,2,0,,0
82548,4,0,,0
82550,6,0,,0
82559,2,0,,0
82570,1,0,,0
82571,2,0,,0
82580,17,0,,0
82609,3,0,,0
82620,2,0,,0
82634,2,0,,0
82652,2,0,,0
82659,1,0,,0
82665,2,0,,0
82676,2,0,,0
82695,4,0,,0
82707,1,0,,0
82709,2,0,,0
82721,1,0,,0
82723,2,2,1,1
82725,1,0,,0
82736,2,0,,0
82751,2,0,,0
82753,4,0,,0
82769,4,0,,0
82780,1,0,,0
82786,1,0,,0
82808,2,0,,0
82811,2,2,1,1
82827,2,0,,0
82829,2,0,,0
82840,2,0,,0
82841,1,0,,0
82853,4,0,,0
82882,4,0,,0
82886,1,0,,0
82904,2,0,,0
82908,2,0,,0
82916,8,0,,0
82923,3,0,,0
82931,1,0,,0
82935,3,0,,0
82937,2,0,,0
82941,2,0,,0
82943,2,0,,0
82944,2,0,,0
82953,2,0,,0
82970,1,0,,0
82971,2,0,,0
82979,1,0,,0
82981,4,2,2,1
82982,2,2,1,1
82993,2,0,,0
83036,2,0,,0
83049,2,0,,0
83055,2,0,,0
83056,3,0,,0
83059,6,2,3,1
83060,6,0,,0
83063,2,0,,0
83071,8,0,,0
83090,2,2,1,1
83095,2,2,1,1
83098,4,0,,0
83102,2,0,,0
83104,4,0,,0
83114,6,0,,0
83119,2,0,,0
83120,2,2,1,1
83125,2,0,,0
83137,4,0,,0
83148,2,0,,0
83157,2,0,,0
83158,12,2,6,1
83162,2,0,,0
83172,2,0,,0
83185,4,1,4,1
83186,2,2,1,1
83189,1,0,,0
83207,4,0,,0
83215,2,0,,0
83227,2,0,,0
83253,2,2,1,1
83264,2,0,,0
83275,2,0,,0
83284,3,0,,0
83287,4,0,,0
83292,2,0,,0
83297,4,0,,0
83305,6,0,,0
83312,2,0,,0
83319,1,0,,0
83323,1,0,,0
83331,1,0,,0
83342,2,0,,0
83344,2,0,,0
83350,2,0,,0
83353,2,0,,0
83371,8,6,1.3,1
83375,2,0,,0
83401,1,0,,0
83415,1,0,,0
83422,1,0,,0
83423,1,0,,0
83426,4,0,,0
83431,6,0,,0
83434,1,0,,0
83463,1,0,,0
83475,2,0,,0
83483,2,0,,0
83486,1,0,,0
83495,2,0,,0
83500,2,0,,0
83502,6,0,,0
83505,2,0,,0
83514,2,0,,0
83520,2,0,,0
83531,3,0,,0
83554,1,0,,0
83559,4,0,,0
83567,2,0,,0
83570,2,0,,0
83572,2,0,,0
83640,26,13,2,1
83645,1,0,,0
83687,2,0,,0
83722,2,0,,0
83736,2,0,,0
83738,6,0,,0
83758,4,2,2,1
83760,6,2,3,1
83770,4,4,1,1
83779,2,0,,0
83780,2,2,1,1
83788,3,0,,0
83806,1,0,,0
83814,1,0,,0
83816,6,0,,0
83818,8,2,4,1
83826,2,0,,0
83828,4,0,,0
83829,2,0,,0
83830,6,0,,0
83846,2,0,,0
83847,1,0,,0
83850,2,0,,0
83857,2,0,,0
83899,4,0,,0
83905,4,0,,0
83911,2,0,,0
83912,2,1,2,1
83928,2,0,,0
83953,2,0,,0
83955,2,0,,0
83970,1,0,,0
83973,2,0,,0
83983,2,0,,0
83991,1,0,,0
83992,4,0,,0
84004,2,0,,0
84009,2,0,,0
84010,2,0,,0
84015,2,0,,0
84053,2,0,,0
84063,2,0,,0
84064,8,0,,0
84067,3,1,3,1
84102,4,0,,0
84108,2,0,,0
84119,12,0,,0
84122,2,0,,0
84123,2,0,,0
84135,1,0,,0
84177,2,0,,0
84203,2,0,,0
84204,4,0,,0
84221,2,0,,0
84228,2,0,,0
84237,2,1,2,1
84284,2,0,,0
84310,1,1,1,1
84311,7,12,0.59999999999999998,1
84319,2,0,,0
84320,1,1,1,1
84321,2,0,,0
84322,1,0,,0
84341,1,0,,0
84349,2,2,1,1
84357,1,0,,0
84360,6,2,3,1
84382,2,0,,0
84388,4,0,,0
84406,1,0,,0
84426,1,1,1,1
84436,2,0,,0
84442,2,0,,0
84452,2,0,,0
84460,1,0,,0
84461,1,0,,0
84462,15,0,,0
84475,2,1,2,1
84476,2,0,,0
84487,2,2,1,1
84502,2,0,,0
84532,2,0,,0
84568,2,0,,0
84575,2,0,,0
84577,1,0,,0
84588,1,0,,0
84596,4,0,,0
84598,4,2,2,1
84601,2,0,,0
84610,2,0,,0
84613,2,0,,0
84619,2,0,,0
84627,4,0,,0
84645,1,0,,0
84651,6,0,,0
84687,2,0,,0
84690,6,0,,0
84726,1,0,,0
84727,1,0,,0
84739,4,4,1,1
84742,4,0,,0
84754,6,2,3,1
84762,3,0,,0
84767,2,0,,0
84769,2,0,,0
84772,2,0,,0
84774,1,1,1,1
84796,6,0,,0
84825,4,0,,0
84828,2,0,,0
84833,2,0,,0
84839,1,0,,0
84841,4,0,,0
84842,2,0,,0
84849,3,0,,0
84853,2,0,,0
84882,4,0,,0
84884,2,0,,0
84894,1,0,,0
84918,2,0,,0
84926,1,0,,0
84937,1,0,,0
84941,1,0,,0
84944,2,0,,0
84955,4,0,,0
84957,1,0,,0
84966,1,0,,0
84967,2,0,,0
84968,2,0,,0
84970,2,0,,0
84978,6,0,,0
84997,1,0,,0
85022,2,0,,0
85029,2,0,,0
85045,2,2,1,1
85053,2,0,,0
85056,2,0,,0
85069,2,0,,0
85089,1,0,,0
85102,2,2,1,1
85124,2,0,,0
85143,4,4,1,1
85152,2,0,,0
85159,20,0,,0
85162,4,0,,0
85172,1,1,1,1
85176,1,0,,0
85192,2,0,,0
85205,6,0,,0
85226,2,0,,0
85245,2,0,,0
85258,2,0,,0
85260,3,0,,0
85262,2,0,,0
85277,2,0,,0
85279,2,0,,0
85289,4,0,,0
85311,1,0,,0
85337,2,0,,0
85348,4,0,,0
85349,1,0,,0
85352,2,0,,0
85353,1,0,,0
85360,2,0,,0
85372,3,0,,0
85376,2,0,,0
85381,2,0,,0
85387,1,0,,0
85400,2,0,,0
85402,1,0,,0
85436,4,0,,0
85439,2,0,,0
85458,16,0,,0
85470,2,0,,0
85478,1,0,,0
85481,1,0,,0
85487,1,4,0.20000000000000001,1
85495,12,0,,0
85502,1,0,,0
85514,2,0,,0
85517,12,0,,0
85535,1,0,,0
85541,6,0,,0
85553,6,0,,0
85574,2,2,1,1
85575,4,0,,0
85578,3,0,,0
85606,3,0,,0
85609,2,0,,0
85610,4,0,,0
85616,2,0,,0
85627,2,2,1,1
85629,2,2,1,1
85642,2,0,,0
85650,2,0,,0
85653,22,0,,0
85731,2,1,2,1
85737,4,0,,0
85741,6,0,,0
85746,2,0,,0
85749,1,0,,0
85751,2,0,,0
85768,2,0,,0
85778,1,1,1,1
85782,2,0,,0
85793,4,2,2,1
85800,2,0,,0
85804,1,0,,0
85823,1,0,,0
85835,2,0,,0
85858,6,0,,0
85859,4,0,,0
85896,2,0,,0
85906,12,0,,0
85907,2,2,1,1
85908,2,0,,0
85909,2,0,,0
85913,3,0,,0
85914,2,0,,0
85918,2,0,,0
85930,4,0,,0
85953,6,0,,0
85968,1,0,,0
85970,2,0,,0
85983,1,1,1,1
85991,3,0,,0
85992,1,0,,0
85997,2,0,,0
86009,1,2,0.5,1
86012,2,4,0.5,1
86023,2,0,,0
86024,2,0,,0
86044,2,2,1,1
86062,2,0,,0
86073,2,0,,0
86080,2,0,,0
86085,4,0,,0
86086,2,0,,0
86102,1,0,,0
86103,2,0,,0
86106,2,0,,0
86107,1,0,,0
86156,1,0,,0
86195,2,2,1,1
86207,2,0,,0
86213,2,1,2,1
86216,8,0,,0
86220,2,0,,0
86239,2,0,,0
86245,6,0,,0
86253,1,0,,0
86261,2,0,,0
86281,2,0,,0
86284,8,0,,0
86366,2,0,,0
86371,2,0,,0
86390,2,0,,0
86403,2,0,,0
86404,2,0,,0
86425,1,0,,0
86451,6,2,3,1
86470,1,0,,0
86474,4,2,2,1
86481,2,0,,0
86498,3,0,,0
86517,6,0,,0
86524,4,0,,0
86542,2,2,1,1
86544,2,0,,0
86549,4,0,,0
86550,4,2,2,1
86554,2,0,,0
86557,2,0,,0
86570,6,2,3,1
86572,2,0,,0
86573,2,6,0.29999999999999999,1
86616,1,0,,0
86617,2,0,,0
86647,12,2,6,1
86651,2,0,,0
86655,8,0,,0
86672,1,0,,0
86685,2,0,,0
86692,6,0,,0
86699,2,0,,0
86704,10,2,5,1
86726,2,0,,0
86752,4,0,,0
86758,2,0,,0
86772,1,0,,0
86774,4,2,2,1
86791,2,1,2,1
86797,2,0,,0
86800,4,0,,0
86813,3,0,,0
86818,2,0,,0
86822,2,0,,0
86828,6,0,,0
86843,4,0,,0
86844,2,0,,0
86853,2,0,,0
86854,1,0,,0
86864,6,2,3,1
86889,2,0,,0
86894,8,2,4,1
86907,4,0,,0
86922,2,0,,0
86931,2,0,,0
86940,2,0,,0
86956,2,0,,0
86974,2,0,,0
87010,2,0,,0
87017,2,0,,0
87030,3,0,,0
87036,4,0,,0
87038,2,0,,0
87044,2,0,,0
87055,2,0,,0
87094,4,0,,0
87095,2,0,,0
87098,2,0,,0
87099,1,0,,0
87112,4,0,,0
87114,2,0,,0
87120,1,1,1,1
87122,4,0,,0
87134,2,0,,0
87135,2,0,,0
87136,2,2,1,1
87138,4,2,2,1
87149,2,0,,0
87158,5,0,,0
87172,2,0,,0
87174,2,0,,0
87177,3,0,,0
87189,6,0,,0
87190,2,0,,0
87192,2,0,,0
87195,1,0,,0
87201,2,0,,0
87209,1,0,,0
87215,1,0,,0
87217,1,0,,0
87238,2,0,,0
87247,2,0,,0
87253,2,0,,0
87267,2,0,,0
87271,2,0,,0
87280,2,0,,0
87285,12,2,6,1
87289,7,3,2.2999999999999998,1
87290,2,0,,0
87305,1,0,,0
87313,2,0,,0
87321,6,0,,0
87326,2,0,,0
87345,4,0,,0
87419,1,0,,0
87426,10,0,,0
87433,2,0,,0
87455,2,0,,0
87482,2,0,,0
87484,2,0,,0
87486,2,0,,0
87497,2,0,,0
87500,1,0,,0
87501,1,0,,0
87506,2,0,,0
87507,2,0,,0
87512,2,0,,0
87516,8,0,,0
87532,2,0,,0
87552,1,0,,0
87553,2,0,,0
87578,6,2,3,1
87586,2,0,,0
87602,1,1,1,1
87623,2,0,,0
87632,2,0,,0
87672,8,6,1.3,1
87686,2,1,2,1
87697,1,0,,0
87698,2,0,,0
87703,1,0,,0
87708,4,0,,0
87719,4,0,,0
87740,8,2,4,1
87744,2,0,,0
87754,2,2,1,1
87783,2,0,,0
87788,1,0,,0
87818,2,0,,0
87839,2,0,,0
87841,4,0,,0
87853,6,6,1,1
87856,12,6,2,1
87863,2,0,,0
87886,4,0,,0
87889,7,0,,0
87913,2,0,,0
87916,2,0,,0
87949,2,0,,0
87956,1,0,,0
87957,2,0,,0
87959,2,0,,0
87965,1,0,,0
87967,2,0,,0
87970,4,2,2,1
87995,12,0,,0
88002,6,2,3,1
88009,2,0,,0
88028,2,2,1,1
88034,2,0,,0
88036,2,8,0.20000000000000001,1
88039,2,2,1,1
88042,2,2,1,1
88047,2,0,,0
88061,2,2,1,1
88062,6,12,0.5,1
88064,6,0,,0
88082,3,0,,0
88105,2,0,,0
88108,2,0,,0
88109,3,0,,0
88113,6,0,,0
88115,6,0,,0
88124,1,0,,0
88126,6,0,,0
88172,1,0,,0
88178,2,0,,0
88187,8,0,,0
88194,4,0,,0
88197,1,0,,0
88212,2,0,,0
88218,2,0,,0
88220,8,2,4,1
88232,4,0,,0
88235,2,0,,0
88239,6,6,1,1
88243,2,0,,0
88249,2,0,,0
88252,4,2,2,1
88259,2,2,1,1
88264,2,0,,0
88271,2,0,,0
88277,18,0,,0
88278,2,0,,0
88282,2,0,,0
88283,1,0,,0
88287,1,0,,0
88295,2,0,,0
88303,1,0,,0
88309,2,0,,0
88322,2,0,,0
88329,2,0,,0
88331,2,0,,0
88337,1,0,,0
88341,4,0,,0
88346,6,2,3,1
88348,1,0,,0
88350,6,0,,0
88367,2,0,,0
88397,1,0,,0
88408,2,0,,0
88410,2,0,,0
88415,2,0,,0
88416,2,0,,0
88427,4,0,,0
88443,6,0,,0
88447,18,0,,0
88460,2,0,,0
88465,2,0,,0
88479,1,0,,0
88509,2,1,2,1
88515,2,0,,0
88517,4,0,,0
88530,6,0,,0
88534,2,2,1,1
88562,2,0,,0
88568,6,0,,0
88585,2,0,,0
88593,2,0,,0
88615,4,0,,0
88642,2,0,,0
88646,1,0,,0
88652,1,0,,0
88682,2,0,,0
88690,2,0,,0
88691,2,0,,0
88701,1,1,1,1
88702,4,0,,0
88706,2,0,,0
88717,4,0,,0
88756,1,0,,0
88774,2,2,1,1
88779,3,0,,0
88787,2,0,,0
88788,7,2,3.5,1
88797,1,0,,0
88802,2,0,,0
88807,18,6,3,1
88813,6,0,,0
88814,6,0,,0
88826,2,2,1,1
88840,2,0,,0
88847,2,0,,0
88856,4,0,,0
88859,4,0,,0
88860,2,0,,0
88863,2,0,,0
88879,4,0,,0
88881,1,0,,0
88884,4,0,,0
88888,2,0,,0
88889,2,0,,0
88913,2,0,,0
88927,4,0,,0
88961,4,2,2,1
89002,2,0,,0
89006,4,2,2,1
89008,8,6,1.3,1
89012,4,1,4,1
89035,2,0,,0
89050,6,2,3,1
89051,1,0,,0
89099,2,0,,0
89100,2,0,,0
89111,2,0,,0
89113,4,2,2,1
89116,2,0,,0
89122,1,0,,0
89128,2,6,0.29999999999999999,1
89135,6,0,,0
89163,4,0,,0
89164,2,0,,0
89184,2,0,,0
89189,6,0,,0
89190,2,0,,0
